Year,Rank,Points,League,League Rating,League Top Scorer,League Top Assist Provider,League Best Goalkeeper,League Best Player,UCL,UCL Rating,UCL Top Scorer,UCL Top Assist Provider,UCL Best Goalkeeper,UCL Best Player,Continental Cup,Continental Cup Rating,Continental Cup Top Scorer,Continental Cup Top Assist Provider,Continental Cup Best Goalkeeper,Continental Cup Best Player,WC,WC Rating,WC Top Scorer,WC Top Assist Provider,WC Best Goalkeeper,WC Best Player,Other Rating,Time-Weighted Google Trend Score,Wiki Page Views,Player_Ademola Lookman,Player_Alexis Mac Allister,Player_André Onana,Player_Antoine Griezmann,Player_Antonio Rüdiger,Player_Artem Dovbyk,Player_Bernardo Silva,Player_Bukayo Saka,Player_Casemiro,Player_Christopher Nkunku,Player_Cole Palmer,Player_Cristiano Ronaldo,Player_Dani Carvajal,Player_Dani Olmo,Player_Darwin Núñez,Player_Declan Rice,Player_Denzel Dumfries,Player_Dušan Vlahović,Player_Désiré Doué,Player_Emiliano Martínez,Player_Erling Haaland,Player_Fabinho,Player_Fabián Ruiz,Player_Federico Valverde,Player_Florian Wirtz,Player_Gianluigi Donnarumma,Player_Granit Xhaka,Player_Hakan Çalhanoğlu,Player_Harry Kane,Player_Jamal Musiala,Player_Joshua Kimmich,Player_João Cancelo,Player_João Neves,Player_Joško Gvardiol,Player_Jude Bellingham,Player_Julián Álvarez,Player_Karim Benzema,Player_Kevin De Bruyne,Player_Khvicha Kvaratskhelia,Player_Kim Min-jae,Player_Kylian Mbappé,Player_Lamine Yamal,Player_Lautaro Martínez,Player_Lionel Messi,Player_Luis Díaz,Player_Luka Modrić,Player_Martin Ødegaard,Player_Mats Hummels,Player_Michael Olise,Player_Mike Maignan,Player_Mohamed Salah,Player_Nico Williams,Player_Nicolò Barella,Player_Nuno Mendes,Player_Ousmane Dembélé,Player_Pedri,Player_Phil Foden,Player_Rafael Leão,Player_Randal Kolo Muani,Player_Raphinha,Player_Riyad Mahrez,Player_Robert Lewandowski,Player_Rodri,Player_Rúben Dias,Player_Sadio Mané,Player_Scott McTominay,Player_Serhou Guirassy,Player_Son Heung-min,Player_Sébastien Haller,Player_Thibaut Courtois,Player_Toni Kroos,Player_Trent Alexander-Arnold,Player_Victor Osimhen,Player_Viktor Gyökeres,Player_Vinícius Júnior,Player_Virgil van Dijk,Player_Vitinha,Player_William Saliba,Player_Yassine Bounou,Player_Álex Grimaldo,Player_İlkay Gündoğan,Nationality_Argentina,Nationality_Belgium,Nationality_Brazil,Nationality_Cameroon,Nationality_Colombia,Nationality_Croatia,Nationality_Egypt,Nationality_England,Nationality_France,Nationality_Georgia,Nationality_Germany,Nationality_Guinea,Nationality_Italy,Nationality_Ivory Coast,Nationality_Morocco,Nationality_Netherlands,Nationality_Nigeria,Nationality_Norway,Nationality_Poland,Nationality_Portugal,Nationality_Scotland,Nationality_Senegal,Nationality_Serbia,Nationality_South Korea,Nationality_Spain,Nationality_Sweden,Nationality_Switzerland,Nationality_Turkey,Nationality_Ukraine,Nationality_Uruguay,Position_Forward,Position_Goalkeeper,Position_Midfielder,Club_Ajax,Club_Arsenal,Club_Aston Villa,Club_Atalanta,Club_Athletic Bilbao,Club_Atlético Madrid,Club_Barcelona,Club_Bayer Leverkusen,Club_Bayern Munich,Club_Benfica,Club_Borussia Dortmund,Club_Chelsea,Club_Eintracht Frankfurt,Club_Girona,Club_Inter Miami,Club_Inter Milan,Club_Juventus,Club_Liverpool,Club_Manchester City,Club_Manchester United,Club_Manchester United  Napoli,Club_Napoli,Club_Napoli  Paris Saint-Germain,Club_Paris Saint-Germain,Club_RB Leipzig,Club_Real Madrid,Club_Sevilla,Club_Sporting CP,Club_Tottenham Hotspur
2022,1,549,1,7.73,1,0,0,1,1.0,8.08,1.0,0.0,0.0,1.0,,,,,,,,,,,,,7.46,25.183088749126483,3635167,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,2,193,0,7.22,0,0,0,0,0.0,7.03,0.0,0.0,0.0,0.0,1.0,7.43,0.0,0.0,0.0,1.0,,,,,,,7.56,8.700908455625436,2615768,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2022,3,175,1,7.78,0,0,0,1,0.0,7.27,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7.85,12.795946890286514,1645548,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022,4,170,1,7.47,1,0,0,0,0.0,7.84,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7.69,28.14395527603075,3785756,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,5,116,0,7.14,1,1,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.13,0.0,0.0,0.0,0.0,,,,,,,7.11,18.823200559049617,4237344,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2022,6,85,1,7.77,1,1,0,1,0.0,7.41,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7.9,17.92662473794549,3646436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,7,82,1,7.04,0,0,0,0,1.0,7.48,0.0,0.0,1.0,0.0,,,,,,,,,,,,,6.9,5.112508735150245,1254597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,8,61,1,7.35,0,0,0,0,1.0,7.27,0.0,1.0,0.0,0.0,,,,,,,,,,,,,6.87,2.9979035639413,1494005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,9,20,1,7.19,0,0,0,0,1.0,7.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7.38,2.356394129979036,1625797,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,10,18,0,7.66,0,0,0,0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7.73,21.45003494060098,4643545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
